DRUG,DOSE,ID,OBS,TIME,TIME_UNIT,EVID,CENS,AMT,TINF,WT,UNIT,YTYPE,YNAME,MDV,STUDY,SPECIES,SEX
Vinorelbine,20,5108,0.03,288,hours,0,0,.,.,0.206,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Vinorelbine,20,5108,0.02,360,hours,0,0,.,.,0.206,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Vinorelbine,20,5108,0.01,480,hours,0,0,.,.,0.206,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Vinorelbine,20,5108,0.01,552,hours,0,0,.,.,0.206,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,0.02,-48,hours,0,0,.,.,0.205,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,0.02,24,hours,0,0,.,.,0.205,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,0.01,96,hours,0,0,.,.,0.205,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,0.02,168,hours,0,0,.,.,0.205,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,0.03,240,hours,0,0,.,.,0.205,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,0.03,312,hours,0,0,.,.,0.205,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,0.02,384,hours,0,0,.,.,0.205,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,0.01,552,hours,0,0,.,.,0.205,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,0.02,-48,hours,0,0,.,.,0.212,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,0.02,24,hours,0,0,.,.,0.212,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,0.02,96,hours,0,0,.,.,0.212,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,0.01,168,hours,0,0,.,.,0.212,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,0.03,240,hours,0,0,.,.,0.212,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,0.03,312,hours,0,0,.,.,0.212,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,0.04,384,hours,0,0,.,.,0.212,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,0.01,552,hours,0,0,.,.,0.212,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,0.02,-48,hours,0,0,.,.,0.1935,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,0.01,24,hours,0,0,.,.,0.1935,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,0,96,hours,0,0,.,.,0.1935,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,0.02,168,hours,0,0,.,.,0.1935,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,0.03,240,hours,0,0,.,.,0.1935,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,0.02,312,hours,0,0,.,.,0.1935,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,0.01,384,hours,0,0,.,.,0.1935,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,0.01,552,hours,0,0,.,.,0.1935,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,0.02,-48,hours,0,0,.,.,0.2095,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,0.01,24,hours,0,0,.,.,0.2095,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,0.02,96,hours,0,0,.,.,0.2095,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,0.01,168,hours,0,0,.,.,0.2095,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,0.02,240,hours,0,0,.,.,0.2095,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,0.01,312,hours,0,0,.,.,0.2095,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,0.01,384,hours,0,0,.,.,0.2095,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,0.01,552,hours,0,0,.,.,0.2095,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,0.01,-48,hours,0,0,.,.,0.2126,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,0.01,48,hours,0,0,.,.,0.2126,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,0.01,120,hours,0,0,.,.,0.2126,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,0.01,192,hours,0,0,.,.,0.2126,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,0.07,264,hours,0,0,.,.,0.2126,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,0.02,336,hours,0,0,.,.,0.2126,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,0.02,432,hours,0,0,.,.,0.2126,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,0.01,552,hours,0,0,.,.,0.2126,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5114,0.02,-48,hours,0,0,.,.,0.2039,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5114,0,48,hours,0,0,.,.,0.2039,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5114,0.01,120,hours,0,0,.,.,0.2039,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5114,0.03,192,hours,0,0,.,.,0.2039,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5114,0.05,264,hours,0,0,.,.,0.2039,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5114,0.03,336,hours,0,0,.,.,0.2039,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5114,.,432,hours,0,0,.,.,0.2039,10^3/mcL,10,Basophils absolute,1,0470-2008,Rat,Male
Docetaxel,15,5114,0.01,552,hours,0,0,.,.,0.2039,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5115,0.01,-48,hours,0,0,.,.,0.219,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5115,0.02,48,hours,0,0,.,.,0.219,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5115,0.02,120,hours,0,0,.,.,0.219,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5115,0.01,192,hours,0,0,.,.,0.219,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5115,0.06,264,hours,0,0,.,.,0.219,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5115,0.05,336,hours,0,0,.,.,0.219,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5115,0.01,432,hours,0,0,.,.,0.219,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5115,0.01,552,hours,0,0,.,.,0.219,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5116,0.02,-48,hours,0,0,.,.,0.2188,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5116,0.02,48,hours,0,0,.,.,0.2188,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5116,0.01,120,hours,0,0,.,.,0.2188,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,0.02,-48,hours,0,0,.,.,0.2165,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,0.03,72,hours,0,0,.,.,0.2165,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,0.02,144,hours,0,0,.,.,0.2165,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,0.03,216,hours,0,0,.,.,0.2165,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,0.01,288,hours,0,0,.,.,0.2165,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,0.02,360,hours,0,0,.,.,0.2165,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,0.02,480,hours,0,0,.,.,0.2165,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,0.01,552,hours,0,0,.,.,0.2165,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,0.03,-48,hours,0,0,.,.,0.1952,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,0.06,72,hours,0,0,.,.,0.1952,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,0.01,144,hours,0,0,.,.,0.1952,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,0.04,216,hours,0,0,.,.,0.1952,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,0.02,288,hours,0,0,.,.,0.1952,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,0.02,360,hours,0,0,.,.,0.1952,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,0.02,480,hours,0,0,.,.,0.1952,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,0.02,552,hours,0,0,.,.,0.1952,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,0.02,-48,hours,0,0,.,.,0.2124,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,0.01,72,hours,0,0,.,.,0.2124,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,0.01,144,hours,0,0,.,.,0.2124,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,0.02,216,hours,0,0,.,.,0.2124,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,0.02,288,hours,0,0,.,.,0.2124,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,0.02,360,hours,0,0,.,.,0.2124,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,0.02,480,hours,0,0,.,.,0.2124,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,0.01,552,hours,0,0,.,.,0.2124,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,0.03,-48,hours,0,0,.,.,0.2081,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,0.02,72,hours,0,0,.,.,0.2081,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,0.03,144,hours,0,0,.,.,0.2081,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,0.07,216,hours,0,0,.,.,0.2081,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,0.03,288,hours,0,0,.,.,0.2081,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,0.01,360,hours,0,0,.,.,0.2081,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,0.01,480,hours,0,0,.,.,0.2081,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,0,552,hours,0,0,.,.,0.2081,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,0.01,-48,hours,0,0,.,.,0.1875,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,0.03,24,hours,0,0,.,.,0.1875,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,0.02,96,hours,0,0,.,.,0.1875,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,0.03,168,hours,0,0,.,.,0.1875,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,0.03,240,hours,0,0,.,.,0.1875,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,0.03,312,hours,0,0,.,.,0.1875,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,0.02,384,hours,0,0,.,.,0.1875,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,0.02,552,hours,0,0,.,.,0.1875,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,0.01,-48,hours,0,0,.,.,0.2062,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,0.02,24,hours,0,0,.,.,0.2062,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,0.03,96,hours,0,0,.,.,0.2062,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,0.03,168,hours,0,0,.,.,0.2062,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,0.03,240,hours,0,0,.,.,0.2062,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,0.03,312,hours,0,0,.,.,0.2062,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,0.03,384,hours,0,0,.,.,0.2062,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,0.04,552,hours,0,0,.,.,0.2062,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,0.01,-48,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,0.02,24,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,0.04,96,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,0.01,168,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,0.06,240,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,0.03,312,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,0.03,384,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,0.03,552,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,0.01,-48,hours,0,0,.,.,0.1993,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,0.03,24,hours,0,0,.,.,0.1993,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,0.03,96,hours,0,0,.,.,0.1993,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,0.01,168,hours,0,0,.,.,0.1993,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,0.02,240,hours,0,0,.,.,0.1993,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,0.03,312,hours,0,0,.,.,0.1993,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,0.02,384,hours,0,0,.,.,0.1993,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,0.04,552,hours,0,0,.,.,0.1993,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,0.01,-48,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,0.02,48,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,0.03,120,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,0.02,192,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,0.02,264,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,0.02,336,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,0.04,432,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,0.05,552,hours,0,0,.,.,0.1915,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,0,-48,hours,0,0,.,.,0.1873,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,0.01,48,hours,0,0,.,.,0.1873,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,0.01,120,hours,0,0,.,.,0.1873,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,0.02,192,hours,0,0,.,.,0.1873,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,0.02,264,hours,0,0,.,.,0.1873,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,0.02,336,hours,0,0,.,.,0.1873,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,0.04,432,hours,0,0,.,.,0.1873,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,0.01,552,hours,0,0,.,.,0.1873,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,0.01,-48,hours,0,0,.,.,0.2125,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,0.02,48,hours,0,0,.,.,0.2125,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,0.02,120,hours,0,0,.,.,0.2125,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,0.01,192,hours,0,0,.,.,0.2125,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,0.01,264,hours,0,0,.,.,0.2125,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,0.02,336,hours,0,0,.,.,0.2125,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,0.02,432,hours,0,0,.,.,0.2125,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,0.02,552,hours,0,0,.,.,0.2125,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,0.01,-48,hours,0,0,.,.,0.1945,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,0.02,48,hours,0,0,.,.,0.1945,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,0.01,120,hours,0,0,.,.,0.1945,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,0.02,192,hours,0,0,.,.,0.1945,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,0.02,264,hours,0,0,.,.,0.1945,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,0.03,336,hours,0,0,.,.,0.1945,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,0.02,432,hours,0,0,.,.,0.1945,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,0.03,552,hours,0,0,.,.,0.1945,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,0,-48,hours,0,0,.,.,0.1838,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,0.01,72,hours,0,0,.,.,0.1838,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,0.02,144,hours,0,0,.,.,0.1838,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,0.02,216,hours,0,0,.,.,0.1838,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,0.02,288,hours,0,0,.,.,0.1838,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,0.01,360,hours,0,0,.,.,0.1838,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,0.04,480,hours,0,0,.,.,0.1838,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,0.03,552,hours,0,0,.,.,0.1838,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,0.02,-48,hours,0,0,.,.,0.1912,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,0.02,72,hours,0,0,.,.,0.1912,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,0.01,144,hours,0,0,.,.,0.1912,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,0.01,216,hours,0,0,.,.,0.1912,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,0.02,288,hours,0,0,.,.,0.1912,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,0.03,360,hours,0,0,.,.,0.1912,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,0.03,480,hours,0,0,.,.,0.1912,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,0.04,552,hours,0,0,.,.,0.1912,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,0.02,-48,hours,0,0,.,.,0.2075,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,0.02,72,hours,0,0,.,.,0.2075,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,0.01,144,hours,0,0,.,.,0.2075,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,0.01,216,hours,0,0,.,.,0.2075,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,0.02,288,hours,0,0,.,.,0.2075,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,0.03,360,hours,0,0,.,.,0.2075,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,0.04,480,hours,0,0,.,.,0.2075,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,0.03,552,hours,0,0,.,.,0.2075,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,0.01,-48,hours,0,0,.,.,0.1949,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,0.01,72,hours,0,0,.,.,0.1949,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,0.01,144,hours,0,0,.,.,0.1949,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,0.01,216,hours,0,0,.,.,0.1949,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,0.04,288,hours,0,0,.,.,0.1949,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,0.02,360,hours,0,0,.,.,0.1949,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,0.03,480,hours,0,0,.,.,0.1949,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,0.04,552,hours,0,0,.,.,0.1949,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,0.01,-48,hours,0,0,.,.,0.1951,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,0.01,24,hours,0,0,.,.,0.1951,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,0.04,96,hours,0,0,.,.,0.1951,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,0.02,168,hours,0,0,.,.,0.1951,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,0.01,240,hours,0,0,.,.,0.1951,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,0.02,312,hours,0,0,.,.,0.1951,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,0.01,384,hours,0,0,.,.,0.1951,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,0.03,552,hours,0,0,.,.,0.1951,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,0.02,-48,hours,0,0,.,.,0.2065,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,0.03,24,hours,0,0,.,.,0.2065,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,0.02,96,hours,0,0,.,.,0.2065,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,0.04,168,hours,0,0,.,.,0.2065,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,0.06,240,hours,0,0,.,.,0.2065,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,0.05,312,hours,0,0,.,.,0.2065,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,0.05,384,hours,0,0,.,.,0.2065,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,0.04,552,hours,0,0,.,.,0.2065,10^3/mcL,10,Basophils absolute,0,0470-2008,Rat,Male
